Type,NAWQA,NRSA,WSA,DRAINAGE,SLOP_PCT,ELEV_AVG,ELEV_MIN,ELEV_MAX,ELEV_RNG,ECO3_39,ECO3_45,PPTAVG_C,PPTAVG_B,T_AVG_C,T_AVG_B,T_MIN_B,T_MAX_B,C_Mnprecp,Mnprecip,WD_JAN,WD_MAR,WD_APR,WD_JUL,WD_AUG,Wetdays,ET,PET_B,FST32F_B,LST32F_B,TOPWET,RF,PERHOR,Wat_Tab,CLAYAVE,SANDAVE,KFACT_UP,NO10_AV,BDAVE,MgO_PCT,RECHARGE,Year,DoY,CHIRNTAX,CHIRPIND,CHIRPTAX,CRUSNTAX,CRUSPIND,CRUSPTAX,DIPTNTAX,DIPTPIND,DIPTPTAX,EPHENTAX,EPHEPIND,EPHEPTAX,EPOTNTAX,EPOTPIND,EPOTPTAX,EPT_NTAX,EPT_PIND,EPT_PTAX,MOLLNTAX,MOLLPIND,MOLLPTAX,NOINNTAX,NOINPIND,NOINPTAX,ODONNTAX,ODONPIND,ODONPTAX,OLLENTAX,OLLEPIND,OLLEPTAX,ORTHNTAX,ORTHPIND,ORTHPTAX,PLECNTAX,PLECPIND,PLECPTAX,TANYNTAX,TANYPIND,TANYPTAX,TRICNTAX,TRICPIND,TRICPTAX,ORTHCHIRPIND,COFINTAX,COFIPIND,COFIPTAX,COFITRICNTAX,COFITRICPIND,COFITRICPTAX,COGANTAX,COGAPIND,COGAPTAX,PREDNTAX,PREDPIND,PREDPTAX,SCRPNTAX,SCRPPIND,SCRPPTAX,SHRDNTAX,SHRDPIND,SHRDPTAX,BURRNTAX,BURRPIND,BURRPTAX,CLMBNTAX,CLMBPIND,CLMBPTAX,CLNGNTAX,CLNGPIND,CLNGPTAX,SPWLNTAX,SPWLPIND,SPWLPTAX,SWIMNTAX,SWIMPIND,SWIMPTAX,FACLNTAX,FACLPIND,FACLPTAX,INTLNTAX,INTLPIND,INTLPTAX,NTOLNTAX,NTOLPIND,NTOLPTAX,STOLNTAX,STOLPIND,STOLPTAX,TL01NTAX,TL01PIND,TL01PTAX,TL23NTAX,TL23PIND,TL23PTAX,TL45NTAX,TL45PIND,TL45PTAX,TL67NTAX,TL67PIND,TL67PTAX,TOLRNTAX,TOLRPIND,TOLRPTAX,WTD_TV,HPRIME,DOM1PIND,DOM3PIND,DOM5PIND,CHIRDOM1PIND,CHIRDOM3PIND,CHIRDOM5PIND,TOTLNTAX,TotRich,EphemeropteraRich,EphemeropteraAbun,PlecopteraRich,PlecopteraAbun,TrichopteraRich,TrichopteraAbun,NonInsectRich,NonInsectAbun,ChironRich,ChironAbun,Top3Abun,Top5Abun,TraitRich,Volt_1Rich,Volt_2Rich,Volt_3Rich,Devl_1Rich,Devl_2Rich,Devl_3Rich,Sync_1Rich,Sync_2Rich,Life_1Rich,Life_2Rich,Life_3Rich,Exit_1Rich,Exit_2Rich,Desi_1Rich,Desi_2Rich,Disp_1Rich,Disp_2Rich,Flgt_1Rich,Flgt_2Rich,Drft_1Rich,Drft_2Rich,Drft_3Rich,Crwl_1Rich,Crwl_2Rich,Crwl_3Rich,Swim_1Rich,Swim_2Rich,Swim_3Rich,Atch_1Rich,Atch_2Rich,Armr_1Rich,Armr_2Rich,Armr_3Rich,Shpe_1Rich,Shpe_2Rich,Resp_1Rich,Resp_2Rich,Size_1Rich,Size_2Rich,Size_3Rich,Rheo_1Rich,Rheo_2Rich,Rheo_3Rich,Ther_1Rich,Ther_2Rich,Ther_3Rich,Habi_1Rich,Habi_2Rich,Habi_3Rich,Habi_4Rich,Habi_5Rich,Trop_1Rich,Trop_2Rich,Trop_3Rich,Trop_4Rich,Trop_5Rich,TraitAbun,Volt_1Abun,Volt_2Abun,Volt_3Abun,Devl_1Abun,Devl_2Abun,Devl_3Abun,Sync_1Abun,Sync_2Abun,Life_1Abun,Life_2Abun,Life_3Abun,Exit_1Abun,Exit_2Abun,Desi_1Abun,Desi_2Abun,Disp_1Abun,Disp_2Abun,Flgt_1Abun,Flgt_2Abun,Drft_1Abun,Drft_2Abun,Drft_3Abun,Crwl_1Abun,Crwl_2Abun,Crwl_3Abun,Swim_1Abun,Swim_2Abun,Swim_3Abun,Atch_1Abun,Atch_2Abun,Armr_1Abun,Armr_2Abun,Armr_3Abun,Shpe_1Abun,Shpe_2Abun,Resp_1Abun,Resp_2Abun,Size_1Abun,Size_2Abun,Size_3Abun,Rheo_1Abun,Rheo_2Abun,Rheo_3Abun,Ther_1Abun,Ther_2Abun,Ther_3Abun,Habi_1Abun,Habi_2Abun,Habi_3Abun,Habi_4Abun,Habi_5Abun,Trop_1Abun,Trop_2Abun,Trop_3Abun,Trop_4Abun,Trop_5Abun,PTVlt6tol,PTVlt6tax,PTVgt8tol,PTVgt8tax,Iontol,Iontax,Nutrienttol,Nutrienttax,DOTemptol,DOTemptax,SusSedtol,SusSedtax,Finestol,Finestax,
S14672,C,0,1,0,276.4611,27.14,857.86,656.91,1364.96,708.05,0,0,117.7,117.7,9.27,9.09,2.7,15.57,74.21,82.46,11.48,11.9,12.01,12.16,10.98,2,62.69,619.55,272.03,136.86,11.08,129.494,0,-28.08,18,34.02,0.22,59.05,1.38,1.74,217.2,2009,161,19,29,35.85,2,0.67,3.77,21,30,39.62,13,24,24.53,18,28.67,33.96,16,26.33,30.19,4,17.33,7.55,8,25.33,15.09,2,2.33,3.77,1,5,1.89,4,4,7.55,1,1,1.89,4,14,7.55,2,1.33,3.77,13.79,7,14.33,13.21,1,1,1.89,24,43,45.28,16,13.67,30.19,11,36,20.75,5,5.67,9.43,8,15.67,15.09,8,25.67,15.09,19,48.33,35.85,18,19.33,33.96,5,8.33,9.43,31,62.33,58.49,11,14,20.75,33,54.67,62.26,3,7,5.66,2,1.67,3.77,13,17.67,24.53,18,35.33,33.96,14,34,26.42,8,19.33,15.09,4.81,3.48,11.49,24.68,36.6,19.05,47.62,66.67,53,53,13,72,1,3,2,4,8,76,19,87,62,93,60,12,31,16,31,22,5,15,42,38,8,13,34,25,49,10,30,28,47,4,23,13,22,24,26,9,36,16,7,54,5,44,8,7,15,44,12,46,36,19,4,16,37,6,9,47,1,21,0,11,20,7,32,6,7,13,1,277,84,100,92,146,79,36,66,194,156,40,80,160,116,216,60,142,127,210,7,134,37,98,136,112,28,189,61,26,244,32,180,52,44,89,187,52,223,166,76,34,89,153,34,28,228,7,106,0,28,110,32,146,19,73,35,3,3.73,33,8.25,3,5.515249433,42,5.271201814,42,5.622165533,42,5.608414502,40,5.55600907,42
S14676,C,0,1,0,1.8045,27.28,405.57,197.23,725.51,528.28,0,0,98.5,98.5,10.86,10.86,4.64,16.53,61.35,61.35,8,10,10,9.62,9.62,1.92,64.03,695.77,283,120.91,12.97,109.231,0.29,-42.32,14.91,37.33,0.19,53.63,1.35,2.09,126.11,2009,167,12,31.63,29.27,1,1.02,2.44,15,35.03,36.59,5,25.17,12.2,19,50.34,46.34,18,50,43.9,2,4.08,4.88,5,11.56,12.2,1,0.34,2.44,1,6.12,2.44,5,2.72,12.2,7,11.22,17.07,3,24.49,7.32,6,13.61,14.63,8.6,5,9.86,12.2,2,5.78,4.88,16,60.88,39.02,11,11.9,26.83,4,9.52,9.76,5,9.18,12.2,7,10.88,17.07,6,30.95,14.63,20,66.67,48.78,11,14.97,26.83,1,2.72,2.44,22,48.64,53.66,12,44.22,29.27,29,79.59,70.73,3,1.02,7.32,7,13.61,17.07,15,52.04,36.59,7,13.95,17.07,7,17.35,17.07,5,5.1,12.2,3.3,2.94,24.58,45.76,55.08,65.91,81.82,90.91,41,41,5,74,7,33,6,40,5,34,12,93,108,131,47,6,32,8,22,21,2,11,32,26,13,7,30,16,38,8,26,20,36,6,20,11,15,22,13,11,26,15,5,38,8,32,11,3,13,33,11,35,24,15,7,7,26,13,12,33,0,15,1,8,18,4,20,6,4,10,6,268,32,113,118,159,80,6,69,173,183,52,28,153,110,242,21,162,101,227,14,82,42,139,165,61,37,153,56,54,224,39,224,32,7,78,185,61,202,162,72,29,83,119,61,40,222,0,107,6,27,71,52,159,35,15,30,24,2.934210526,28,8.166666667,3,4.469302721,28,4.473129252,28,4.114370748,28,4.046857464,27,4.443707483,28
S14685,C,0,1,0,3297.8241,26.37,833.98,467.75,1477.76,1010.01,0,0,103,115.1,11.22,9.44,2.89,15.85,70.18,79.54,11.74,12.09,12.08,12.14,10.84,1.94,62.96,688.53,273.66,133.8,11.14,123.785,3,-29.47,22.44,29.47,0.24,61.38,1.38,1.77,213.17,2009,160,16,37.12,38.1,1,3.68,2.38,18,38.8,42.86,10,12.04,23.81,14,13.71,33.33,13,13.38,30.95,3,7.36,7.14,6,43.14,14.29,1,0.33,2.38,1,27.09,2.38,3,8.36,7.14,0,0,0,2,7.02,4.76,3,1.34,7.14,22.52,3,6.02,7.14,1,0.67,2.38,25,72.91,59.52,11,15.72,26.19,7,16.05,16.67,5,13.38,11.9,7,41.81,16.67,6,15.05,14.29,14,28.09,33.33,16,30.43,38.1,4,8.03,9.52,22,57.86,52.38,8,7.69,19.05,24,23.08,57.14,3,7.36,7.14,0,0,0,12,10.37,28.57,12,12.71,28.57,12,59.87,28.57,9,24.75,21.43,5.29,2.84,30.68,46.21,57.2,20.39,53.4,66.99,42,42,10,36,0,0,3,4,6,129,16,111,122,154,45,6,24,14,27,13,3,10,32,30,4,10,24,20,35,9,19,24,37,2,17,7,19,23,18,2,29,10,5,40,4,31,8,5,7,37,9,35,33,9,2,14,26,4,5,37,1,15,1,10,12,6,26,3,5,10,0,273,92,87,83,156,20,5,34,143,143,4,115,72,190,228,34,131,116,159,2,114,17,116,209,47,2,206,32,24,258,4,222,19,21,29,233,114,148,165,15,82,74,183,5,34,226,1,170,1,28,24,39,208,3,10,41,0,3.837037037,24,8,2,6.601305684,31,6.314439324,31,6.103302611,31,6.024682307,31,6.48141321,31
S14747,C,0,1,0,2024.3151,7.95,339.2,205.53,445.86,240.33,100,0,106.8,111.8,12.03,13.02,6.28,19.54,47.3,50.31,5.88,8.94,9.06,6.57,6.83,1.7,71.04,755.6,284.82,114.52,12.32,208.835,4.92,-14.03,35.69,26.85,0.32,55.53,1.39,12.35,72.2,2009,180,18,32,40.91,1,0.67,2.27,21,35,47.73,6,19.33,13.64,16,28.33,36.36,11,25.67,25,1,3.33,2.27,4,13.67,9.09,5,2.67,11.36,1,7,2.27,6,6,13.64,1,0.67,2.27,4,13.33,9.09,4,5.67,9.09,18.75,6,17.33,13.64,1,0.33,2.27,22,69.33,50,17,16.33,38.64,5,29.67,11.36,5,17.67,11.36,6,18,13.64,8,10.67,18.18,17,58.33,38.64,19,27.33,43.18,3,8.33,6.82,28,75.67,63.64,6,7.67,13.64,26,53,59.09,3,7.67,6.82,1,0.33,2.27,9,10,20.45,16,42.67,36.36,13,35.33,29.55,8,12.67,18.18,5.09,2.89,23.59,43.66,57.39,31.03,56.32,75.86,44,44,6,58,1,2,4,17,4,41,18,96,124,163,46,6,25,13,24,17,2,5,38,28,8,8,22,22,39,5,16,27,34,7,17,6,20,24,12,8,28,13,3,38,6,32,9,3,9,35,10,34,30,9,5,13,25,6,8,34,1,17,5,7,12,3,23,3,5,13,0,272,93,103,69,135,98,11,47,197,145,10,110,144,121,178,87,140,117,217,9,56,83,118,132,114,19,206,52,7,246,19,159,87,19,26,239,108,157,227,12,26,94,162,9,20,234,1,109,7,43,92,14,205,13,18,29,0,4.010714286,25,8,3,5.804828042,36,6.576322751,36,6.232473545,36,6.294402357,36,7.247883598,36
S14872,C,0,1,0,5.652,30.58,739.71,506.99,1346.74,839.75,0,0,118.5,118.5,10.07,10.07,3.78,16.59,75.48,75.48,9.07,10,10.07,11.75,9.8,1.95,65.93,640.07,276.14,129.51,10.81,133.965,0.99,-18.22,17.3,36.92,0.21,56,1.38,1.36,160.88,2009,153,9,8.45,23.08,1,0.68,2.56,12,13.51,30.77,9,53.38,23.08,24,82.77,61.54,23,82.43,58.97,0,0,0,3,3.72,7.69,1,0.34,2.56,1,2.7,2.56,4,2.7,10.26,9,25,23.08,3,4.05,7.69,5,4.05,12.82,32,4,6.42,10.26,3,3.04,7.69,14,56.42,35.9,15,30.74,38.46,5,20.61,12.82,7,19.93,17.95,4,5.74,10.26,5,5.74,12.82,23,76.01,58.97,10,17.23,25.64,1,4.39,2.56,17,39.19,43.59,18,56.76,46.15,30,90.2,76.92,1,0.34,2.56,10,35.47,25.64,13,43.58,33.33,7,11.15,17.95,6,8.78,15.38,2,3.38,5.13,2.78,2.94,15.04,40.98,55.26,37.5,66.67,83.33,39,39,9,158,9,74,5,12,3,11,9,25,109,147,40,3,29,7,20,17,1,7,30,22,13,4,29,10,34,5,27,12,32,5,15,12,12,15,15,9,18,16,5,33,6,31,7,1,12,27,11,28,19,16,4,5,25,9,12,27,0,10,1,5,19,4,15,6,4,9,5,286,18,196,68,178,91,5,92,180,226,36,20,249,33,250,32,243,39,247,25,75,104,103,97,127,58,66,132,84,263,19,259,14,9,148,134,56,226,128,130,24,17,205,60,96,186,0,34,2,44,120,82,136,53,18,23,52,2.769444444,29,10,1,4.518952381,25,4.269904762,25,4.254761905,25,4.223939394,25,4.276952381,25
S15419,C,0,1,0,7.4322,41.4,892.32,596.4,1339.2,742.8,0,0,160.3,169.8,11.9,11.82,5.5,18.83,104.03,108.23,11.01,11,10,13.01,11.93,2.04,73.25,674.77,275.57,126.02,9.65,323.52,3.97,-63.21,20.73,40.64,0.22,87.39,1.4,2.12,637.13,2009,171,11,9.67,25,0,0,0,15,12,34.09,9,43.33,20.45,21,75,47.73,21,75,47.73,1,1.33,2.27,3,4.33,6.82,0,0,0,1,0.67,2.27,5,3.67,11.36,5,17,11.36,2,2.33,4.55,7,14.67,15.91,37.93,6,8.67,13.64,3,6.33,6.82,18,48.33,40.91,13,16,29.55,7,15,15.91,8,17,18.18,7,6,15.91,3,4.67,6.82,25,56.33,56.82,8,9.33,18.18,4,25.67,9.09,22,48.67,50,17,43.67,38.64,36,90.67,81.82,3,4,6.82,8,25.67,18.18,18,34.33,40.91,10,30.67,22.73,3,1.67,6.82,3,4,6.82,2.91,3.27,13.04,30.43,43.91,27.59,62.07,79.31,44,44,9,130,5,51,7,44,3,13,11,29,94,127,50,7,33,9,24,22,2,14,34,25,17,7,36,13,40,9,32,16,41,5,21,12,15,20,21,8,31,12,6,42,7,33,10,6,13,36,15,34,29,14,6,4,32,13,13,35,0,12,1,6,23,7,21,7,6,9,6,300,31,173,88,149,128,13,128,162,184,69,39,257,35,243,49,233,52,258,21,73,114,98,97,144,51,112,79,101,267,25,217,46,29,126,166,94,198,198,71,23,13,204,75,68,220,0,29,7,35,113,108,145,48,23,38,38,2.873170732,35,8,3,4.145238095,35,4.295238095,35,4.126190476,35,3.864285714,35,4.404761905,35
S15422,C,0,1,0,1.7343,22.42,479.28,362.42,855.96,493.54,0,16.14,135.4,135.4,13.31,13.31,6.55,20.33,101.31,101.31,9.08,10.08,9.08,11.08,10.89,1.91,77.63,766.28,286.84,117.99,11.3,241.3,8,-89.93,28.53,32.82,0.22,89.84,1.36,1.76,351.41,2009,164,12,11.95,29.27,0,0,0,18,37.05,43.9,1,1.2,2.44,15,43.82,36.59,13,36.65,31.71,2,7.57,4.88,4,9.16,9.76,2,7.17,4.88,1,0.4,2.44,2,1.2,4.88,5,23.9,12.2,4,5.18,9.76,7,11.55,17.07,10,9,27.09,21.95,4,9.56,9.76,10,15.94,24.39,13,25.1,31.71,6,16.33,14.63,5,23.9,12.2,9,17.53,21.95,7,13.55,17.07,19,60.96,46.34,7,12.35,17.07,1,1.2,2.44,21,54.58,51.22,14,37.85,34.15,28,84.86,68.29,4,3.98,9.76,7,17.93,17.07,12,40.24,29.27,9,26.69,21.95,7,7.57,17.07,4,3.98,9.76,3.55,3.18,15.45,30,41.36,23.33,53.33,70,41,41,1,3,5,60,7,29,4,23,12,30,66,94,46,8,24,12,20,20,3,9,34,20,15,9,29,15,35,9,25,18,33,7,21,9,13,21,16,7,32,10,2,34,10,30,10,4,6,38,16,28,27,14,3,10,22,12,7,36,0,18,1,6,16,3,15,7,4,12,6,251,47,126,60,97,106,29,54,178,99,82,52,193,40,173,60,154,76,146,64,119,79,32,76,111,46,163,67,3,156,77,139,61,33,38,195,118,115,138,69,26,36,99,98,20,209,0,65,1,36,125,6,40,63,30,61,39,3.2,28,8.25,4,4.89,25,5.18,25,4.243333333,25,4.41,25,4.993333333,25
S15435,C,0,1,0,23.3523,8.56,250.3,173.62,349.43,175.81,100,0,113.4,113.8,14.2,14.14,7.29,21.15,61.09,61.88,6,8,9,6,7,1.69,74.39,836.24,293.97,99.74,11.62,239.443,7.62,-23.77,47.23,13.47,0.29,75.05,1.34,10.93,135.85,2009,166,12,50.33,40,2,17.67,6.67,13,50.67,43.33,5,20.33,16.67,10,24,33.33,9,23.33,30,1,1,3.33,7,25.33,23.33,1,0.67,3.33,2,4,6.67,2,2,6.67,0,0,0,2,13,6.67,4,3,13.33,3.97,3,5.33,10,2,1,6.67,13,80.67,43.33,10,11.67,33.33,3,2.33,10,5,5.33,16.67,4,29.33,13.33,5,16.33,16.67,13,27.33,43.33,12,42,40,2,15,6.67,16,71.33,53.33,3,1.67,10,13,28,43.33,6,19,20,0,0,0,8,20.33,26.67,5,7.67,16.67,9,47,30,9,21,30,5.61,2.47,23.31,54.39,71.96,46.62,81.76,91.89,30,30,5,61,0,0,4,9,7,76,12,151,161,213,28,2,12,12,17,7,2,5,20,18,4,5,13,14,25,2,9,17,21,2,9,3,14,19,6,2,20,3,4,23,4,22,3,2,7,20,5,22,19,5,3,9,15,3,2,24,1,11,1,4,7,4,16,2,3,6,0,288,12,36,187,207,14,55,61,163,212,7,68,127,160,283,4,126,160,217,3,80,6,200,219,15,53,224,5,58,278,9,227,56,4,114,173,17,270,213,10,64,130,151,6,6,278,3,144,1,19,65,58,256,3,7,21,0,3.85,13,8.36,5,5.739849624,19,6.258646617,19,5.804511278,19,5.528619529,18,6.276691729,19
S15461,C,0,1,0,1.8225,4.66,209.06,187.6,231.07,43.47,0,100,120.8,120.8,15.6,15.6,9.31,22.28,74,74,10,10,7,10,9,1.76,75.44,870.96,301.29,99,12.26,238.664,8,-2,42.59,16.17,0.38,89.63,1.41,4.14,93.54,2009,191,9,36.58,47.37,2,11.41,10.53,10,36.91,52.63,0,0,0,1,1.34,5.26,0,0,0,4,11.07,21.05,8,61.74,42.11,1,1.34,5.26,1,38.93,5.26,0,0,0,0,0,0,1,0.34,5.26,0,0,0,0,2,9.06,10.53,0,0,0,9,79.19,47.37,5,9.4,26.32,4,7.05,21.05,1,0.34,5.26,6,67.45,31.58,4,6.71,21.05,3,5.37,15.79,7,20.81,36.84,0,0,0,10,51.68,52.63,0,0,0,4,6.04,21.05,7,45.97,36.84,0,0,0,1,0.34,5.26,3,5.7,15.79,8,47.99,42.11,9,48.32,47.37,7.32,1.9,40.56,74.13,84.27,57.8,84.4,93.58,19,19,0,0,0,0,0,0,8,184,9,109,212,241,20,1,11,7,11,2,6,6,11,9,1,10,6,14,12,8,4,15,10,1,10,0,9,11,4,5,17,2,1,20,0,11,3,6,3,17,2,18,14,2,4,7,13,0,1,16,1,10,0,5,4,1,9,2,3,5,1,298,116,58,91,114,2,66,34,114,109,1,188,57,241,262,36,151,146,110,4,188,0,109,226,20,52,292,5,1,298,0,226,38,34,47,251,117,181,142,2,154,90,208,0,1,279,4,217,0,28,52,1,236,14,19,28,1,5.075,4,8.314285714,6,6.318181818,11,7.5,11,5.848484848,11,5.5,11,6.621212121,11
S5006262,C,0,0,1,5.5809,9.82,177.06,134.12,268.61,134.49,0,0,120.5,120.5,13.6,13.59,7.92,19.86,74,74,8,10,10,7,7,1.72,71.99,816.15,296,100.21,10.39,229.063,6,-12.75,22.84,16.63,0.4,91.92,1.43,2.2,51.37,2004,194,12,15.67,42.86,3,46.33,10.71,12,15.67,42.86,4,28.67,14.29,7,30.67,25,6,29.67,21.43,1,2.33,3.57,6,52,21.43,1,1,3.57,1,0.67,3.57,1,0.33,3.57,1,0.33,3.57,2,0.67,7.14,1,0.67,3.57,2.13,2,3.33,7.14,0,0,0,14,68.67,50,7,6,25,5,22,17.86,4,38.67,14.29,6,14.33,21.43,3,2,10.71,14,31,50,9,52,32.14,0,0,0,18,83,64.29,1,0.33,3.57,14,76.33,50,5,15,17.86,1,0.33,3.57,3,20.33,10.71,10,55.67,35.71,8,8.33,28.57,8,16.33,28.57,5.44,2.18,36.33,65.67,79.33,61.7,74.47,82.98,34,34,4,86,1,1,2,2,8,156,15,47,197,238,33,5,14,13,19,9,3,5,24,18,7,8,15,18,28,5,13,19,24,2,12,3,17,22,5,6,23,7,3,29,4,22,6,5,10,23,4,29,20,8,5,12,16,5,3,28,1,14,1,5,10,3,19,1,5,7,1,300,10,209,55,130,26,33,68,91,74,67,159,240,60,278,22,235,57,140,4,58,77,157,62,88,150,89,97,114,296,4,140,144,16,220,80,15,285,77,79,144,54,241,5,111,171,11,53,3,18,108,118,106,7,61,17,109,4.129411765,17,8.25,4,6.173913043,23,6.391304348,23,5.391304348,23,5.227272727,22,5.956521739,23
S5006294,C,0,0,1,1922.3118,22.22,462.37,193.75,782.64,588.89,25,0,115.9,124.5,14.32,13.51,8.07,20.1,57.64,60.58,5.32,8.52,8.1,6.8,6.87,1.71,73.31,830,292.24,105.37,11.2,275.063,6.86,-38.54,31.31,31.64,0.24,65.41,1.41,1.9,119.84,2004,222,14,35.45,42.42,0,0,0,15,37.12,45.45,6,25.42,18.18,12,30.43,36.36,10,29.77,30.3,1,0.33,3.03,3,25.75,9.09,2,0.67,6.06,1,22.07,3.03,3,8.7,9.09,0,0,0,3,12.37,9.09,4,4.35,12.12,24.53,2,10.7,6.06,1,0.33,3.03,17,79.93,51.52,9,12.71,27.27,6,11.37,18.18,2,14.38,6.06,6,32.11,18.18,6,14.38,18.18,12,17.73,36.36,11,38.13,33.33,0,0,0,22,79.6,66.67,6,13.38,18.18,22,44.48,66.67,1,3.34,3.03,0,0,0,11,16.39,33.33,11,28.09,33.33,8,49.5,24.24,3,4.35,9.09,4.89,2.69,22.92,46.18,63.19,26.47,61.76,79.41,40,40,7,76,0,0,5,13,3,77,17,106,133,182,43,8,22,13,24,17,1,7,35,26,9,8,25,18,37,6,17,25,38,2,14,8,20,27,12,4,29,12,2,36,7,29,11,3,8,35,10,33,29,12,2,15,24,4,4,38,1,19,3,5,13,3,27,3,5,8,0,294,88,111,95,166,61,1,51,177,190,7,97,126,168,264,30,167,117,215,2,108,31,145,199,93,2,205,86,3,280,14,246,36,12,20,274,102,192,215,12,67,137,154,3,26,243,25,161,3,79,38,13,250,2,16,26,0,3.758064516,27,8,1,6.168347339,34,6.11442577,34,6.442577031,34,5.865291571,34,6.525070028,34
S5006496,C,0,0,1,9.5634,8.29,232.44,143.72,303.47,159.75,0,0,129.3,129.3,14.86,14.77,8.38,21.31,74.92,74.74,7,9,9,7.28,7.28,1.7,76.74,857.96,298.85,98.15,9.98,285.831,5.74,-8.83,27.13,32.08,0.26,70.21,1.42,1.45,135.12,2004,198,15,29,34.88,4,25.67,9.3,19,30.67,44.19,6,28,13.95,15,40.33,34.88,15,40.33,34.88,1,0.33,2.33,7,28.33,16.28,0,0,0,1,1.33,2.33,0,0,0,2,4,4.65,5,14.67,11.63,7,8.33,16.28,0,6,14,13.95,3,3,6.98,17,53,39.53,15,17,34.88,4,19,9.3,5,7.33,11.63,6,4.67,13.95,5,12,11.63,17,55.33,39.53,14,40,32.56,4,4.67,9.3,23,54.67,53.49,9,19.33,20.93,23,48,53.49,6,19.67,13.95,1,3.67,2.33,11,31,25.58,11,13.33,25.58,13,30.67,30.23,10,24.33,23.26,4.95,3.06,18.25,34.04,47.37,22.62,57.14,75,48,48,6,84,2,12,7,25,7,85,16,87,97,135,51,3,30,15,27,18,3,11,34,28,13,9,28,22,46,4,26,23,38,5,22,7,20,26,14,10,32,11,7,42,8,36,9,5,17,33,10,39,29,16,5,13,29,8,6,41,2,14,2,11,16,7,20,6,6,14,4,297,5,134,104,179,53,54,64,151,155,55,86,186,110,273,23,189,104,207,4,116,61,116,133,79,84,169,71,56,272,24,207,84,5,163,133,39,256,138,82,76,82,191,23,31,261,3,82,4,42,127,41,184,13,51,29,19,3.637931034,26,8.25,6,5.233556548,32,5.992113095,32,5.839657738,32,5.35801564,31,5.731994048,32
S5006543,C,0,0,1,178.6509,26.69,398.36,215.36,698.65,483.29,0,0,153.2,163.4,15.13,14.38,9.41,21.99,85.31,89.48,7.88,9.61,9.81,8.16,6.74,1.73,81.35,857.14,292.38,105.64,11.55,409.685,6.75,-34.23,27.43,15.54,0.26,57.66,1.49,1.04,123.28,2004,226,5,2,20.83,0,0,0,5,2,20.83,7,53,29.17,15,81.67,62.5,13,81,54.17,0,0,0,1,4,4.17,2,0.67,8.33,0,0,0,0,0,0,2,8,8.33,1,0.33,4.17,4,20,16.67,0,3,14,12.5,2,13.33,8.33,7,27.33,29.17,9,21.33,37.5,4,37,16.67,3,2.67,12.5,0,0,0,3,1,12.5,14,73.67,58.33,8,9.67,33.33,2,13.33,8.33,11,73.67,45.83,7,20.33,29.17,16,88.67,66.67,2,4.33,8.33,2,8,8.33,8,19.67,33.33,6,61,25,5,6.33,20.83,5,5.33,20.83,4.11,2.65,15.43,38.83,56.91,33.33,66.67,100,25,25,8,159,2,24,4,60,1,12,5,6,141,185,27,3,17,7,15,12,0,7,20,15,9,3,22,5,24,3,16,10,23,3,11,5,10,11,10,6,12,11,4,22,5,18,7,2,10,17,6,21,14,11,2,9,11,7,2,23,2,4,0,6,12,5,11,4,4,7,1,300,37,191,72,157,143,0,91,209,164,102,34,294,6,249,51,209,79,235,53,163,53,72,60,204,36,102,138,60,228,72,206,64,30,173,127,50,250,143,152,5,102,98,100,60,224,16,4,0,26,198,72,100,47,107,45,1,3.494736842,17,8.1,2,5.846687371,23,4.989026915,23,6.516045549,23,5.091238472,23,4.714078675,23
S5006597,C,0,0,1,85.3038,7.19,259.4,186.28,361.27,174.99,0,0,130.7,130.6,15.12,15.03,8.41,21.2,72,73.14,6.62,8.56,8.38,6.89,6.99,1.7,76.86,872.43,296.65,98.45,11.31,288.208,4,-10.14,25.93,34.55,0.26,70.71,1.45,0.62,138.44,2004,189,18,44.67,42.86,2,3.33,4.76,23,52.67,54.76,4,4.67,9.52,9,29,21.43,7,27.33,16.67,3,1,7.14,7,11.33,16.67,2,1.67,4.76,1,3.33,2.38,7,11.67,16.67,0,0,0,3,27,7.14,3,22.67,7.14,26.12,5,22,11.9,1,2,2.38,19,28.67,45.24,12,41.33,28.57,7,9,16.67,6,6.67,14.29,7,12.67,16.67,7,12.33,16.67,17,62.67,40.48,15,41.67,35.71,1,1,2.38,27,80.33,64.29,6,9,14.29,26,54.67,61.9,3,4.67,7.14,1,0.33,2.38,10,15.33,23.81,15,39,35.71,11,40,26.19,7,10,16.67,5.35,2.95,19.11,44.37,54.95,42.11,68.42,78.95,53,53,5,14,0,0,5,68,9,34,18,134,130,161,55,7,31,12,27,18,5,12,37,26,12,13,29,22,41,10,21,29,39,5,21,7,22,28,16,7,36,12,3,43,8,32,13,6,9,42,11,40,33,14,4,10,35,6,9,40,1,20,3,8,16,4,26,5,7,11,2,298,31,161,96,164,111,4,26,252,158,91,40,132,157,257,32,79,199,261,3,117,22,139,226,48,15,198,87,4,221,68,186,89,14,17,272,70,219,175,93,21,95,186,8,37,250,2,141,6,31,96,15,160,8,11,105,5,4.130555556,33,8.04,5,5.542026578,43,6.172425249,43,6.035714286,43,6.12536075,42,6.343189369,43
